# Chimera Neural Network - Saved Model
# W, layer, from, to, weight
# B, layer, neuron, bias
W,1,30,52,0.04273241
W,1,30,53,-0.10574019
W,1,30,54,0.18722604
W,1,30,55,-0.05909314
W,1,30,56,-0.01288646
W,1,30,57,-0.04823404
W,1,30,58,0.25802571
W,1,30,59,-0.12060303
W,1,30,60,0.19757327
W,1,30,61,-0.07552579
W,1,30,62,0.10597848
W,1,30,63,-0.10836071
W,1,31,0,-0.10421623
W,1,31,1,-0.05325548
W,1,31,2,0.04757488
W,1,31,3,-0.05691268
W,1,31,4,0.14799988
W,1,31,5,-0.12165330
W,1,31,6,0.02216060
W,1,31,7,0.05073680
W,1,31,8,-0.03244397
W,1,31,9,0.00460167
W,1,31,10,0.05361592
W,1,31,11,0.13880646
W,1,31,12,0.11667853
W,1,31,13,0.03772170
W,1,31,14,0.00310843
W,1,31,15,0.04831624
W,1,31,16,-0.00500502
W,1,31,17,0.19637251
W,1,31,18,-0.13853137
W,1,31,19,-0.01568566
W,1,31,20,0.04904860
W,1,31,21,0.09341606
W,1,31,22,-0.11711445
W,1,31,23,-0.05154318
W,1,31,24,-0.23526625
W,1,31,25,-0.20572576
W,1,31,26,-0.04002819
W,1,31,27,-0.03796601
W,1,31,28,-0.01101389
W,1,31,29,-0.25212172
W,1,31,30,0.13765351
W,1,31,31,-0.08669186
W,1,31,32,-0.10586783
W,1,31,33,-0.19892365
W,1,31,34,0.23972774
W,1,31,35,-0.00477736
W,1,31,36,-0.23474668
W,1,31,37,0.00856187
W,1,31,38,0.10898530
W,1,31,39,-0.04489436
W,1,31,40,0.18955694
W,1,31,41,-0.15010306
W,1,31,42,0.25341538
W,1,31,43,0.29179469
W,1,31,44,0.13905351
W,1,31,45,-0.20555954
W,1,31,46,-0.02776679
W,1,31,47,0.38474697
W,1,31,48,-0.00556106
W,1,31,49,0.13577077
W,1,31,50,0.00937952
W,1,31,51,0.17894404
W,1,31,52,0.18486214
W,1,31,53,-0.17598201
W,1,31,54,-0.15985967
W,1,31,55,-0.04759667
W,1,31,56,-0.20360865
W,1,31,57,0.05037920
W,1,31,58,0.10573012
W,1,31,59,0.06688184
W,1,31,60,-0.08935496
W,1,31,61,0.01147432
W,1,31,62,0.00826625
W,1,31,63,-0.03049469
W,1,32,0,-0.24269482
W,1,32,1,-0.02188684
W,1,32,2,0.15354508
W,1,32,3,-0.01639961
W,1,32,4,-0.14798950
W,1,32,5,-0.00398027
W,1,32,6,-0.00660992
W,1,32,7,-0.04944076
W,1,32,8,0.12973708
W,1,32,9,0.07162447
W,1,32,10,0.15074453
W,1,32,11,-0.16317803
W,1,32,12,-0.11721157
W,1,32,13,-0.09591493
W,1,32,14,0.05809571
W,1,32,15,0.14226279
W,1,32,16,0.04747673
W,1,32,17,-0.07645953
W,1,32,18,0.14913556
W,1,32,19,-0.07656006
W,1,32,20,-0.15475811
W,1,32,21,0.13251489
W,1,32,22,-0.10129958
W,1,32,23,-0.02072588
W,1,32,24,0.01462127
W,1,32,25,-0.10438304
W,1,32,26,-0.13480353
W,1,32,27,-0.09107094
W,1,32,28,-0.02830081
W,1,32,29,0.04873650
W,1,32,30,-0.11416825
W,1,32,31,-0.07354529
W,1,32,32,-0.12943193
W,1,32,33,0.10491467
W,1,32,34,0.14062841
W,1,32,35,-0.12161770
W,1,32,36,0.02572178
W,1,32,37,0.28024539
W,1,32,38,-0.07382014
W,1,32,39,0.11806133
W,1,32,40,-0.14721115
W,1,32,41,0.17842968
W,1,32,42,0.12822035
W,1,32,43,-0.01323669
W,1,32,44,-0.14796065
W,1,32,45,0.23911753
W,1,32,46,-0.26071256
W,1,32,47,0.16854879
W,1,32,48,-0.00059992
W,1,32,49,0.14859925
W,1,32,50,0.20742097
W,1,32,51,0.01278226
W,1,32,52,-0.06287605
W,1,32,53,-0.08243095
W,1,32,54,-0.02004198
W,1,32,55,0.25420174
W,1,32,56,-0.02066096
W,1,32,57,-0.04015627
W,1,32,58,-0.00600065
W,1,32,59,-0.09076540
W,1,32,60,-0.05961398
W,1,32,61,0.31866467
W,1,32,62,-0.10948659
W,1,32,63,0.08458164
W,1,33,0,0.09730807
W,1,33,1,-0.12502789
W,1,33,2,-0.11554588
W,1,33,3,0.01362004
W,1,33,4,-0.08509751
W,1,33,5,0.06217614
W,1,33,6,0.13700126
W,1,33,7,-0.05851676
W,1,33,8,0.09241221
W,1,33,9,-0.07339737
W,1,33,10,-0.41403332
W,1,33,11,0.28468993
W,1,33,12,-0.01137827
W,1,33,13,-0.13065346
W,1,33,14,0.00220721
W,1,33,15,-0.07299228
W,1,33,16,0.03007591
W,1,33,17,0.02262879
W,1,33,18,0.01477466
W,1,33,19,-0.11155822
W,1,33,20,-0.04077343
W,1,33,21,-0.07899696
W,1,33,22,0.08116674
W,1,33,23,-0.00700781
W,1,33,24,0.08457424
W,1,33,25,0.04608369
W,1,33,26,0.06651009
W,1,33,27,-0.19949391
W,1,33,28,0.29320821
W,1,33,29,-0.01396807
W,1,33,30,0.10199390
W,1,33,31,0.09094825
W,1,33,32,0.08847155
W,1,33,33,-0.12094393
W,1,33,34,-0.01626839
W,1,33,35,0.18705665
W,1,33,36,-0.17988011
W,1,33,37,0.07034643
W,1,33,38,0.09795142
W,1,33,39,0.07354812
W,1,33,40,-0.01256421
W,1,33,41,0.02048948
W,1,33,42,-0.22789003
W,1,33,43,0.03007420
W,1,33,44,-0.02722890
W,1,33,45,-0.20444743
W,1,33,46,-0.00526138
W,1,33,47,0.30929294
W,1,33,48,-0.09702817
W,1,33,49,-0.17065364
W,1,33,50,0.14795618
W,1,33,51,0.09687030
W,1,33,52,-0.09353302
W,1,33,53,-0.03884210
W,1,33,54,0.09858830
W,1,33,55,0.04061244
W,1,33,56,-0.05189082
W,1,33,57,0.03608911
W,1,33,58,0.02984140
W,1,33,59,-0.13466227
W,1,33,60,-0.25154525
W,1,33,61,-0.16415502
W,1,33,62,0.05258850
W,1,33,63,-0.14010213
W,1,34,0,0.15447567
W,1,34,1,-0.15796667
W,1,34,2,0.07570985
W,1,34,3,-0.11311236
W,1,34,4,-0.24443834
W,1,34,5,0.12456401
W,1,34,6,-0.01619080
W,1,34,7,0.09584755
W,1,34,8,-0.12281473
W,1,34,9,-0.19608225
W,1,34,10,0.09778336
W,1,34,11,0.00581154
W,1,34,12,-0.09070986
W,1,34,13,-0.01095250
W,1,34,14,0.12697038
W,1,34,15,0.16874287
W,1,34,16,-0.00499853
W,1,34,17,0.08349868
W,1,34,18,-0.19225866
W,1,34,19,0.05000491
W,1,34,20,0.12225492
W,1,34,21,-0.06455455
W,1,34,22,0.02606126
W,1,34,23,0.10222128
W,1,34,24,-0.13007922
W,1,34,25,-0.12230511
W,1,34,26,-0.14142734
W,1,34,27,0.12542537
W,1,34,28,-0.14487982
W,1,34,29,0.04522314
W,1,34,30,0.26748568
W,1,34,31,0.06924438
W,1,34,32,-0.01526714
W,1,34,33,0.00069696
W,1,34,34,-0.12438641
W,1,34,35,0.09684264
W,1,34,36,-0.12374186
W,1,34,37,-0.01958385
W,1,34,38,0.02853964
W,1,34,39,0.07617933
W,1,34,40,0.15353832
W,1,34,41,-0.18901241
W,1,34,42,-0.02255047
W,1,34,43,0.21093330
W,1,34,44,-0.00683709
W,1,34,45,-0.02105207
W,1,34,46,-0.03164108
W,1,34,47,-0.14133179
W,1,34,48,0.19974588
W,1,34,49,-0.15727995
W,1,34,50,0.27771062
W,1,34,51,-0.03510416
W,1,34,52,0.00569946
W,1,34,53,0.02768617
W,1,34,54,-0.15609637
W,1,34,55,0.01853215
W,1,34,56,0.06380256
W,1,34,57,-0.08375558
W,1,34,58,-0.13804866
W,1,34,59,-0.08678782
W,1,34,60,0.03674452
W,1,34,61,-0.07673483
W,1,34,62,-0.19454595
W,1,34,63,0.12445441
W,1,35,0,0.21414974
W,1,35,1,-0.00867301
W,1,35,2,-0.11659153
W,1,35,3,-0.06768245
W,1,35,4,-0.19773822
W,1,35,5,-0.12419145
W,1,35,6,0.20277806
W,1,35,7,0.00401754
W,1,35,8,-0.18388657
W,1,35,9,-0.15300940
W,1,35,10,0.23343009
W,1,35,11,-0.05800067
W,1,35,12,-0.02765652
W,1,35,13,0.04766982
W,1,35,14,0.09698679
W,1,35,15,0.03699714
W,1,35,16,0.23390822
W,1,35,17,0.04161166
W,1,35,18,-0.00877762
W,1,35,19,0.02591374
W,1,35,20,0.08271070
W,1,35,21,-0.21723786
W,1,35,22,0.12656030
W,1,35,23,0.03318740
W,1,35,24,-0.20105110
W,1,35,25,0.06005070
W,1,35,26,-0.16341013
W,1,35,27,0.06389461
W,1,35,28,-0.03690349
W,1,35,29,-0.14516541
W,1,35,30,0.16422540
W,1,35,31,-0.24835683
W,1,35,32,0.17558691
W,1,35,33,-0.17793328
W,1,35,34,-0.05657286
W,1,35,35,-0.01744391
W,1,35,36,-0.20218228
W,1,35,37,-0.11860341
W,1,35,38,0.01230189
W,1,35,39,-0.05244089
W,1,35,40,0.06645209
W,1,35,41,0.02758534
W,1,35,42,-0.08818956
W,1,35,43,-0.10049605
W,1,35,44,-0.13920927
W,1,35,45,0.09742092
W,1,35,46,0.00837796
W,1,35,47,-0.05700647
W,1,35,48,-0.11442913
W,1,35,49,-0.00349223
W,1,35,50,0.07737634
W,1,35,51,-0.02397908
W,1,35,52,-0.03443323
W,1,35,53,-0.00947646
W,1,35,54,-0.03411891
W,1,35,55,-0.15504475
W,1,35,56,0.15557843
W,1,35,57,0.14354916
W,1,35,58,0.21488836
W,1,35,59,-0.08869985
W,1,35,60,0.15245262
W,1,35,61,-0.10013577
W,1,35,62,-0.11207698
W,1,35,63,-0.07892215
W,1,36,0,-0.16377574
W,1,36,1,-0.14971295
W,1,36,2,0.13291779
W,1,36,3,-0.09354798
W,1,36,4,0.09512297
W,1,36,5,0.33299011
W,1,36,6,0.14971791
W,1,36,7,-0.07126352
W,1,36,8,0.00087047
W,1,36,9,-0.18244833
W,1,36,10,0.29368111
W,1,36,11,0.14267649
W,1,36,12,0.14489670
W,1,36,13,-0.02172712
W,1,36,14,0.00406579
W,1,36,15,-0.20262268
W,1,36,16,0.27867082
W,1,36,17,0.26927200
W,1,36,18,0.06866432
W,1,36,19,0.26229244
W,1,36,20,-0.12354387
W,1,36,21,-0.01693794
W,1,36,22,-0.01987734
W,1,36,23,-0.06171498
W,1,36,24,-0.03544278
W,1,36,25,-0.19685358
W,1,36,26,0.02868127
W,1,36,27,-0.05797986
W,1,36,28,0.00974748
W,1,36,29,-0.12199476
W,1,36,30,-0.13836256
W,1,36,31,0.16567728
W,1,36,32,-0.14364457
W,1,36,33,0.04137974
W,1,36,34,-0.11224250
W,1,36,35,0.10247020
W,1,36,36,0.00864532
W,1,36,37,-0.07443241
W,1,36,38,0.17989241
W,1,36,39,0.11737133
W,1,36,40,0.09020016
W,1,36,41,0.14532614
W,1,36,42,0.16093516
W,1,36,43,-0.05798112
W,1,36,44,-0.07125684
W,1,36,45,-0.23332419
W,1,36,46,0.33492804
W,1,36,47,0.04237169
W,1,36,48,-0.21837561
W,1,36,49,0.07377119
W,1,36,50,-0.03103455
W,1,36,51,0.27752486
W,1,36,52,0.14124410
W,1,36,53,0.13821161
W,1,36,54,0.13585857
W,1,36,55,-0.10080216
W,1,36,56,-0.05245889
W,1,36,57,0.11998063
W,1,36,58,0.05826913
W,1,36,59,-0.12332194
W,1,36,60,0.10265268
W,1,36,61,0.04770425
W,1,36,62,0.05523954
W,1,36,63,-0.08053946
W,1,37,0,0.01444056
W,1,37,1,0.20242091
W,1,37,2,-0.22065629
W,1,37,3,-0.14953224
W,1,37,4,-0.06001994
W,1,37,5,0.00381048
W,1,37,6,-0.03676346
W,1,37,7,-0.11430488
W,1,37,8,0.06166440
W,1,37,9,-0.10602456
W,1,37,10,-0.15337941
W,1,37,11,0.04765664
W,1,37,12,-0.07108685
W,1,37,13,-0.18566932
W,1,37,14,0.12381923
W,1,37,15,-0.15463680
W,1,37,16,-0.00140421
W,1,37,17,-0.03571826
W,1,37,18,0.27444074
W,1,37,19,0.13608226
W,1,37,20,-0.00382793
W,1,37,21,0.12330384
W,1,37,22,0.28837019
W,1,37,23,-0.06153924
W,1,37,24,-0.23411566
W,1,37,25,-0.01812108
W,1,37,26,-0.21830718
W,1,37,27,-0.22880082
W,1,37,28,-0.18870416
W,1,37,29,-0.03949733
W,1,37,30,-0.07253805
W,1,37,31,0.02152785
W,1,37,32,0.25213638
W,1,37,33,0.10551897
W,1,37,34,0.04798989
W,1,37,35,-0.20956235
W,1,37,36,0.03819408
W,1,37,37,-0.04610772
W,1,37,38,-0.06981507
W,1,37,39,-0.03239451
W,1,37,40,-0.00132741
W,1,37,41,0.02748882
W,1,37,42,-0.10639832
W,1,37,43,0.14145337
W,1,37,44,-0.05563926
W,1,37,45,-0.03433600
W,1,37,46,0.09174125
W,1,37,47,0.04536014
W,1,37,48,-0.19278215
W,1,37,49,-0.05793957
W,1,37,50,-0.21403906
W,1,37,51,-0.01818022
W,1,37,52,-0.19185461
W,1,37,53,0.15993592
W,1,37,54,0.10599659
W,1,37,55,0.02351876
W,1,37,56,0.06427807
W,1,37,57,0.21601222
W,1,37,58,-0.00068806
W,1,37,59,-0.12537755
W,1,37,60,0.12683661
W,1,37,61,0.17468873
W,1,37,62,0.08797329
W,1,37,63,-0.07570163
W,1,38,0,0.02119501
W,1,38,1,0.32288972
W,1,38,2,0.05675658
W,1,38,3,0.05945654
W,1,38,4,0.14017138
W,1,38,5,-0.17640920
W,1,38,6,0.16533053
W,1,38,7,-0.21624365
W,1,38,8,0.12152621
W,1,38,9,0.02815644
W,1,38,10,-0.32888958
W,1,38,11,-0.01418524
W,1,38,12,-0.18484902
W,1,38,13,-0.15406308
W,1,38,14,-0.01399534
W,1,38,15,0.02265909
W,1,38,16,-0.10567346
W,1,38,17,0.08132924
W,1,38,18,-0.18950877
W,1,38,19,0.00053090
W,1,38,20,0.03702182
W,1,38,21,-0.07425598
W,1,38,22,-0.22090748
W,1,38,23,0.08289135
W,1,38,24,0.00689963
W,1,38,25,-0.08475725
W,1,38,26,0.10327458
W,1,38,27,0.00032295
W,1,38,28,0.23980153
W,1,38,29,0.14747640
W,1,38,30,-0.13625459
W,1,38,31,0.11073072
W,1,38,32,-0.06334740
W,1,38,33,-0.16133253
W,1,38,34,-0.10203312
W,1,38,35,0.01610080
W,1,38,36,-0.00322642
W,1,38,37,0.01449867
W,1,38,38,0.02413679
W,1,38,39,0.11533070
W,1,38,40,-0.02283683
W,1,38,41,-0.09676500
W,1,38,42,0.11027865
W,1,38,43,-0.00701703
W,1,38,44,-0.22579154
W,1,38,45,0.03264370
W,1,38,46,0.01869032
W,1,38,47,0.03064249
W,1,38,48,-0.25200781
W,1,38,49,-0.08774976
W,1,38,50,0.10203367
W,1,38,51,0.03978149
W,1,38,52,-0.16674758
W,1,38,53,0.02954470
W,1,38,54,-0.09304456
W,1,38,55,0.10240502
W,1,38,56,0.00963904
W,1,38,57,-0.02584762
W,1,38,58,0.12085245
W,1,38,59,0.04647038
W,1,38,60,0.05935765
W,1,38,61,-0.25555924
W,1,38,62,0.01283951
W,1,38,63,0.13202393
W,1,39,0,-0.04963303
W,1,39,1,-0.08340963
W,1,39,2,0.03346813
W,1,39,3,-0.06893374
W,1,39,4,-0.04317123
W,1,39,5,0.18472727
W,1,39,6,-0.03844371
W,1,39,7,-0.02789761
W,1,39,8,-0.18688527
W,1,39,9,-0.15786949
W,1,39,10,-0.02442567
W,1,39,11,-0.06516357
W,1,39,12,-0.00061412
W,1,39,13,-0.07096103
W,1,39,14,-0.11152958
W,1,39,15,0.00809825
W,1,39,16,0.08414099
W,1,39,17,-0.04101670
W,1,39,18,0.24403816
W,1,39,19,-0.04928461
W,1,39,20,-0.05270864
W,1,39,21,-0.10421708
W,1,39,22,0.04044038
W,1,39,23,0.06407337
W,1,39,24,0.00410134
W,1,39,25,-0.15156248
W,1,39,26,-0.23399651
W,1,39,27,-0.03135459
W,1,39,28,-0.06329999
W,1,39,29,0.00625974
W,1,39,30,-0.09225924
W,1,39,31,-0.20577674
W,1,39,32,0.16435984
W,1,39,33,0.03530142
W,1,39,34,-0.08132860
W,1,39,35,-0.08333553
W,1,39,36,0.08553730
W,1,39,37,-0.06076753
W,1,39,38,0.14202113
W,1,39,39,0.04713313
W,1,39,40,-0.01380101
W,1,39,41,0.07355233
W,1,39,42,-0.02574277
W,1,39,43,-0.04767029
W,1,39,44,-0.07792040
W,1,39,45,-0.01411955
W,1,39,46,-0.06277739
W,1,39,47,0.09208626
W,1,39,48,-0.12715931
W,1,39,49,0.20758449
W,1,39,50,0.24055952
W,1,39,51,0.10152975
W,1,39,52,-0.28701407
W,1,39,53,0.13809799
W,1,39,54,-0.03672675
W,1,39,55,-0.01243331
W,1,39,56,0.11618076
W,1,39,57,-0.04207847
W,1,39,58,0.06181708
W,1,39,59,-0.11244567
W,1,39,60,0.09101035
W,1,39,61,-0.08199050
W,1,39,62,0.13568857
W,1,39,63,-0.11834729
W,1,40,0,-0.11883248
W,1,40,1,-0.01603198
W,1,40,2,0.12634785
W,1,40,3,-0.03896127
W,1,40,4,-0.08708421
W,1,40,5,-0.00512108
W,1,40,6,-0.05496060
W,1,40,7,0.02248231
W,1,40,8,-0.04928640
W,1,40,9,-0.25131160
W,1,40,10,0.37952018
W,1,40,11,0.17462088
W,1,40,12,-0.00076518
W,1,40,13,-0.04744703
W,1,40,14,-0.21070626
W,1,40,15,0.00909087
W,1,40,16,0.07421039
W,1,40,17,0.09225978
W,1,40,18,-0.01373017
W,1,40,19,0.09733499
W,1,40,20,0.20103338
W,1,40,21,0.10550977
W,1,40,22,-0.17392267
W,1,40,23,-0.21877515
W,1,40,24,-0.09100679
W,1,40,25,-0.35725981
W,1,40,26,0.27380064
W,1,40,27,0.05349293
W,1,40,28,-0.05597697
W,1,40,29,-0.01194827
W,1,40,30,-0.04700824
W,1,40,31,-0.00612943
W,1,40,32,-0.14525981
W,1,40,33,0.04211444
W,1,40,34,-0.00496459
W,1,40,35,0.00762268
W,1,40,36,0.05080152
W,1,40,37,0.00745587
W,1,40,38,-0.01016461
W,1,40,39,0.15938304
W,1,40,40,-0.14155033
W,1,40,41,0.14767851
W,1,40,42,0.09297454
W,1,40,43,0.22778970
W,1,40,44,-0.10275599
W,1,40,45,-0.02203920
W,1,40,46,0.07771032
W,1,40,47,-0.11715201
W,1,40,48,-0.08201948
W,1,40,49,-0.20938213
W,1,40,50,0.06663945
W,1,40,51,0.03264809
W,1,40,52,0.09021446
W,1,40,53,0.02297034
W,1,40,54,0.09412747
W,1,40,55,-0.13210423
W,1,40,56,-0.08699472
W,1,40,57,-0.05738439
W,1,40,58,-0.08542921
W,1,40,59,0.05135718
W,1,40,60,0.04740192
W,1,40,61,-0.17042877
W,1,40,62,0.00498508
W,1,40,63,0.10443566
W,1,41,0,0.03331212
W,1,41,1,0.11045034
W,1,41,2,0.08988144
W,1,41,3,0.06210255
W,1,41,4,0.37701854
W,1,41,5,0.03940439
W,1,41,6,0.02477523
W,1,41,7,-0.05534859
W,1,41,8,-0.00219484
W,1,41,9,0.07168437
W,1,41,10,0.04739292
W,1,41,11,0.02515648
W,1,41,12,0.15166120
W,1,41,13,0.06907893
W,1,41,14,-0.13987170
W,1,41,15,-0.33400145
W,1,41,16,0.08580901
W,1,41,17,-0.13637958
W,1,41,18,0.03554152
W,1,41,19,-0.06772339
W,1,41,20,-0.05830567
W,1,41,21,0.16413073
W,1,41,22,0.25073782
W,1,41,23,0.16027202
W,1,41,24,-0.07446764
W,1,41,25,-0.06594084
W,1,41,26,0.03022189
W,1,41,27,0.10167143
W,1,41,28,-0.18614513
W,1,41,29,-0.11182737
W,1,41,30,-0.05086969
W,1,41,31,0.13372184
W,1,41,32,0.11720262
W,1,41,33,-0.01447218
W,1,41,34,0.00404369
W,1,41,35,-0.00632999
W,1,41,36,-0.07826391
W,1,41,37,-0.09247432
W,1,41,38,0.07238194
W,1,41,39,-0.00803818
W,1,41,40,-0.03243386
W,1,41,41,0.06746487
W,1,41,42,0.19123943
W,1,41,43,-0.06731891
W,1,41,44,-0.09311576
W,1,41,45,-0.03109548
W,1,41,46,-0.03759266
W,1,41,47,0.11855274
W,1,41,48,0.12790450
W,1,41,49,-0.12250270
W,1,41,50,0.04757148
W,1,41,51,-0.14505534
W,1,41,52,0.06023161
W,1,41,53,-0.24620274
W,1,41,54,0.02509235
W,1,41,55,0.02079556
W,1,41,56,-0.08099394
W,1,41,57,0.05335531
W,1,41,58,-0.08805365
W,1,41,59,0.06223318
W,1,41,60,0.00317881
W,1,41,61,-0.02745745
W,1,41,62,0.04112600
W,1,41,63,0.12301674
W,1,42,0,-0.03904413
W,1,42,1,0.06211600
W,1,42,2,-0.13336706
W,1,42,3,0.24535453
W,1,42,4,-0.05314495
W,1,42,5,-0.12660031
W,1,42,6,0.06311895
W,1,42,7,0.11903922
W,1,42,8,-0.18396978
W,1,42,9,0.04331096
W,1,42,10,0.02355669
W,1,42,11,-0.05183593
W,1,42,12,0.04735418
W,1,42,13,-0.04140654
W,1,42,14,0.07914485
W,1,42,15,-0.10540061
W,1,42,16,0.04245578
W,1,42,17,-0.09676941
W,1,42,18,0.06787259
W,1,42,19,0.23788480
W,1,42,20,-0.14187418
W,1,42,21,0.05468276
W,1,42,22,0.06933068
W,1,42,23,0.20187198
W,1,42,24,0.08425145
W,1,42,25,0.34444258
W,1,42,26,-0.05018928
W,1,42,27,-0.03623869
W,1,42,28,-0.13354301
W,1,42,29,-0.26684126
W,1,42,30,0.16140139
W,1,42,31,0.18203548
W,1,42,32,0.12674442
W,1,42,33,0.08867634
W,1,42,34,0.07729264
W,1,42,35,0.00730876
W,1,42,36,0.02497483
W,1,42,37,0.14391162
W,1,42,38,0.12726960
W,1,42,39,0.06016200
W,1,42,40,0.08415277
W,1,42,41,-0.25738108
W,1,42,42,0.10067637
W,1,42,43,0.01359072
W,1,42,44,0.06598505
W,1,42,45,-0.12760706
W,1,42,46,0.01233779
W,1,42,47,0.09500775
W,1,42,48,-0.01524413
W,1,42,49,0.02779950
W,1,42,50,-0.18718950
W,1,42,51,0.08255353
W,1,42,52,-0.11094828
W,1,42,53,0.02509285
W,1,42,54,-0.06289101
W,1,42,55,-0.00587214
W,1,42,56,0.10973078
W,1,42,57,0.04430506
W,1,42,58,0.03579650
W,1,42,59,0.02447459
W,1,42,60,-0.02792493
W,1,42,61,-0.03336681
W,1,42,62,0.05091570
W,1,42,63,-0.14864062
W,1,43,0,0.20525564
W,1,43,1,0.08925914
W,1,43,2,0.20885561
W,1,43,3,-0.07524502
W,1,43,4,-0.03019615
W,1,43,5,-0.05501022
W,1,43,6,-0.00786780
W,1,43,7,-0.02382044
W,1,43,8,0.21707708
W,1,43,9,0.16755226
W,1,43,10,-0.06111871
W,1,43,11,-0.02537210
W,1,43,12,0.20775682
W,1,43,13,-0.17966957
W,1,43,14,0.01425979
W,1,43,15,-0.11633127
W,1,43,16,0.01823344
W,1,43,17,0.18709397
W,1,43,18,0.06295534
W,1,43,19,0.06918535
W,1,43,20,0.12844793
W,1,43,21,-0.04129688
W,1,43,22,-0.06559467
W,1,43,23,-0.12178681
W,1,43,24,-0.12919955
W,1,43,25,0.14161423
W,1,43,26,-0.04486828
W,1,43,27,0.10292646
W,1,43,28,-0.12106590
W,1,43,29,-0.03090502
W,1,43,30,-0.07613459
W,1,43,31,-0.11749576
W,1,43,32,0.15975420
W,1,43,33,-0.02331164
W,1,43,34,0.30027074
W,1,43,35,-0.40118808
W,1,43,36,0.07207023
W,1,43,37,0.00350247
W,1,43,38,0.02755504
W,1,43,39,0.09910225
W,1,43,40,0.05918253
W,1,43,41,0.05008982
W,1,43,42,-0.10331841
W,1,43,43,0.18089688
W,1,43,44,-0.02868594
W,1,43,45,-0.07373459
W,1,43,46,-0.01926054
W,1,43,47,-0.11430068
W,1,43,48,-0.08491763
W,1,43,49,0.08457945
W,1,43,50,0.14228524
W,1,43,51,-0.06735727
W,1,43,52,0.14318785
W,1,43,53,-0.06680009
W,1,43,54,0.00268559
W,1,43,55,-0.06405598
W,1,43,56,-0.05740535
W,1,43,57,0.21637055
W,1,43,58,0.10499582
W,1,43,59,-0.21819830
W,1,43,60,0.16813378
W,1,43,61,-0.08500617
W,1,43,62,-0.12382449
W,1,43,63,-0.07570212
W,1,44,0,0.20523864
W,1,44,1,-0.00280074
W,1,44,2,0.14892016
W,1,44,3,0.18239634
W,1,44,4,0.23412083
W,1,44,5,-0.08336867
W,1,44,6,0.02934716
W,1,44,7,-0.25674823
W,1,44,8,-0.17024444
W,1,44,9,-0.02415070
W,1,44,10,0.10124871
W,1,44,11,-0.06297446
W,1,44,12,-0.00132542
W,1,44,13,0.13322632
W,1,44,14,-0.06218960
W,1,44,15,-0.01967043
W,1,44,16,-0.19177304
W,1,44,17,0.05612836
W,1,44,18,0.03963051
W,1,44,19,0.00668754
W,1,44,20,0.27939409
W,1,44,21,-0.06120215
W,1,44,22,-0.17317671
W,1,44,23,0.04789954
W,1,44,24,0.08680559
W,1,44,25,0.02354200
W,1,44,26,0.15024020
W,1,44,27,-0.01603786
W,1,44,28,-0.06158730
W,1,44,29,0.07227892
W,1,44,30,-0.09267072
W,1,44,31,-0.02345692
W,1,44,32,0.28141356
W,1,44,33,-0.08726455
W,1,44,34,0.25157273
W,1,44,35,0.14106211
W,1,44,36,-0.00270624
W,1,44,37,-0.09541046
W,1,44,38,0.08523568
W,1,44,39,-0.01168221
W,1,44,40,-0.07860038
W,1,44,41,0.04639466
W,1,44,42,0.06233934
W,1,44,43,0.04060549
W,1,44,44,0.12485136
W,1,44,45,-0.09464716
W,1,44,46,-0.14042015
W,1,44,47,-0.16715847
W,1,44,48,0.11680343
W,1,44,49,-0.01963919
W,1,44,50,-0.09263631
W,1,44,51,-0.06455769
W,1,44,52,-0.26175407
W,1,44,53,0.08389048
W,1,44,54,-0.11133391
W,1,44,55,0.16922033
W,1,44,56,0.02423600
W,1,44,57,-0.03077828
W,1,44,58,-0.06641966
W,1,44,59,0.15332231
W,1,44,60,0.06049293
W,1,44,61,-0.05821399
W,1,44,62,-0.09369716
W,1,44,63,-0.09045040
W,1,45,0,-0.01116493
W,1,45,1,-0.10093723
W,1,45,2,0.05427967
W,1,45,3,0.05888539
W,1,45,4,-0.05426772
W,1,45,5,-0.01752800
W,1,45,6,-0.10171521
W,1,45,7,-0.16008919
W,1,45,8,-0.05852475
W,1,45,9,0.00719361
W,1,45,10,-0.04756111
W,1,45,11,-0.35059562
W,1,45,12,-0.04759647
W,1,45,13,0.00181707
W,1,45,14,-0.01615187
W,1,45,15,-0.01630386
W,1,45,16,0.05903749
W,1,45,17,0.02037532
W,1,45,18,0.04547472
W,1,45,19,-0.15860954
W,1,45,20,0.18766923
W,1,45,21,0.20134278
W,1,45,22,0.04307394
W,1,45,23,-0.09909645
W,1,45,24,-0.20653202
W,1,45,25,0.03699338
W,1,45,26,-0.02430114
W,1,45,27,-0.08251919
W,1,45,28,0.07121473
W,1,45,29,-0.03467920
W,1,45,30,0.04089260
W,1,45,31,0.01378377
W,1,45,32,-0.01912685
W,1,45,33,-0.04299836
W,1,45,34,-0.06857616
W,1,45,35,0.01797214
W,1,45,36,0.13310716
W,1,45,37,0.25159875
W,1,45,38,-0.22308449
W,1,45,39,-0.27451870
W,1,45,40,-0.08042976
W,1,45,41,0.19656061
W,1,45,42,0.05969743
W,1,45,43,-0.03999254
W,1,45,44,0.05125436
W,1,45,45,-0.03756548
W,1,45,46,0.09142759
W,1,45,47,0.00118533
W,1,45,48,0.00886626
W,1,45,49,-0.00243372
W,1,45,50,-0.00759156
W,1,45,51,-0.19248416
W,1,45,52,-0.23356396
